title,reviews
"블러드 골드 트레저 헌터 (Blood, Sand and Gold)","블러드 골드 트레저 헌터
Blood, Sand and Gold, 2017

액션 / 미국 , 홍콩 , 멕시코 , 모로코 , 스위스 , 아랍 에미레이트 연합 / 88분 / 2018 .02.01 개봉                      
[국내] 15세 관람가     




                                갤란 코넬
감독

아론 코스타 게니스
주연
잭 리오단 역

모니카 웨스트
주연
메이브 애덤스 역                                  

크리스토퍼 레드맨
주연
매튜 에덤스 역

 

줄거리

사라진 고대 잉카의 금화를 추적하라!
탐사대가 발굴한 고대 잉카의 금화가 강탈당한다. 
트레저 헌터가 소환되고 세계 암시장에 뛰어든다.
마약거래상, 군벌, 사업가, 테러리스트들이 움직이기 시작했다.
4대륙을 횡단하는 보물 추격전이 시작된다.
목숨을 건 보물사냥을 확인하라!






















 "
블리딩 스틸 (Bleeding Steel),"    위험에 빠진 딸을 구한다는 뻔한 스토리. 여기에 추가되는, 무시무시한 악당들과 이들과 처절하게 싸우는 아버지 성룡. 1954년 생으로 66세의 나이인 성룡이 예전과 같은 액션을 소화한다는 것은 불가능하다. 그래서 예전의 성룡을 기대하고 영화를 본 사람들 중 많은 사람이 실망했을 것이다. 그러나 66세의 나이를 고려한다면, 영화 블리딩 스틸의 성룡의 액션은 정말 대단하다. 성룡의 나이에 제대로 걷지 못하는 사람들도 적지 않은데, 아직도 성룡은 60대 중반의 나이에 젊은이들도 소화하기 어려운 액션을 하고 있기 때문이다.

   
죽어가는 어린 딸을 놓고, 현장에 출동해야만 했던 성룡. 딸의 목숨을 살리기 위해서 극단적 선택을 해야만 했는데, 덕분에 딸(오우양나나 분)은 새로운 인생을 살게 되지만, 아버지를 기억하지 못한다. 그래서 딸은, 아버지와 떨어져서 살게 되는데, 딸의 피를 악당 안드레(칼란 멀베이 분)가 노리기 때문이다. 결국 딸의 정체는 안드레에게 드러나고 그래서 안드레는 자신의 심복 테스 호브리치(검은 여인 역)를 보낸다. 이 때 성룡의 딸은, 잃어버렸던 과거의 기억을 되찾게 되고, 아버지 성룡이 항상 자기 곁에 있었음을 깨닫게 눈물을 흘린다.

     
그러나 이 기쁨도 잠시 그녀는 곧 테스 호브리치에게 잡혀 안드레(칼란 멀베이 분)에게 끌려가서 피를 빼앗긴다. 그러나 딸의 어릴 적 친구였던 나지상(리슨 역)의 도움으로 테스 호브리치를 잡게 된 성룡은, 다시 그와 함께 딸을 구하는데 성공한다. 이렇게 성룡은 66세의 나이에 또 하나의 작품을 만들었다. 물론 이 작품인 영화 블리딩 스틸은, 적지 않은 성룡 팬들에게 만족스럽지 못한 영화일 수 있다. 그러나 성룡에 대한 과도하 기대치를 접고 볼 수 있다면, 그런 대로 볼만한 성룡의 역작 중 하나가 될 수도 있지 않을까라고 감히 희망해 본다. 젊었을 때의 성룡이 놀라운 액션으로 우리를 감동시켰다면, 노년의 성룡은 처절한 액션으로 그의 존재감을 여전히 보여주려고 하고 있기 때문이다.
    블리딩 스틸
감독
장립가
출연
성룡, 칼란 멀베이, 테스 호브리치, 나지상
개봉
2018.04.19. 중국
평점
리뷰보기
 "
블리딩 스틸 (Bleeding Steel),"성룡따거는 어느때부터 의무적으로 영화를 찍어내는 것 같다

홍콩영화가 아시아를 호령하던 시절 성룡따거를

단역 정도의 분량만큼만 촬영해놓고 성룡주연 

영화라고 개봉할때도 있었는데 이번영화에서 성룡따거 분량도

예전에 비해 많이 줄어들었다 만에하나 영화촬영시 성룡따거가

부상이라도 당하게 된다면 회복이 불가능한 나이라 그런지 앞으로 

성룡따거 영화에서는 아이러니 하게도 성룡따거 분량이 점점 

줄어들것같다

또 8,90년대 b급영화에서 볼법할 장면도 나오는데

혀만 차게된다"
블리딩 스틸 (Bleeding Steel),"중국은 전세계 배포 목적인 헐리우드형 블록버스터를 만들려고 무진 애를 쓴다.
존 쿠삭,리암 니슨, 멧데이먼... 등등 기라성 같은 헐리우드 배우들을 데려다가
시대극,액션,SF 를 마구 쏟아낸다.
블리딩 스틸 또한 성룡과 칼란 멀베이의 출연료 만으로도 앵간한 영화 한편은
찍음직 한데, 엄청난 장비와 특수효과와 액션과 해외로케와 CG 등등...
천문학적인 제작비가 쓰였음 직 함이 짐작 된다.
헌데 볼거리 라고는 친숙한 성룡의 액션과 딸 역의 귀여움 정도가 전부이다.
칼란 멀베이는 도대체 왜 알아볼 수도 없게 분장 시켜서 뻔한 대사나 던지는 3류 악역으로 만들어
놓았는지 궁금하다.
게다가 스토리상, 연출상의 엉성함이 너무도 많아서 일일히 열거 하기도 힘든 정도다.
바이오 어쩌구 성공한 딸은 그렇다 치자. 왜 하필 기억을 지우는 걸까?
이야기를 만들기 위한 너무 어거지 설정은 아닐까?
악당 쫄따구들의 복장은 총알만 튕겨내고 즈그들 무기에는 무용지물이던데
방탄헬멧에 방탄복 입는게 더 낫지 않을까? 연사도 엄청 구린 플라즈마(?) 화기 보다는
방호구 없는 적들에게는 그냥 아무 따발총이 살상력이 훨씬 좋지 않을까?
적의 무기를 맞으면 상처 하나 없이 죽던데 (방호장비를 입은 상태에 장비 손실 하나 없이)
도대체 무슨 무기일까?
요새화된 거대한 비행체가 버젓이 하늘에 떠다니는게 가능할까? 합법일까?
빌딩에서 배트맨이나 언더월드 처럼 뛰어내리던 악역은 왜 오페라 하우스 위에선 도망치는 성룡을 보고만 있는걸까?
은행 개인금고에 있던 영상의 내용... 
불가사리의 DNA 를 사용 했다는 내용이 전부인 테잎이 적에게 그렇게나 중요한 영상일까?
딸의 혈액을 24퍼나 맞은 악당보다 딸 혈액의 주사바늘 잠시 꽂혔던 성룡이 더 강한건 왜일까?
몇분전에 떨어진 사람이 낙하산으로 몇분후에 낙하산으로 사람을(그 낙하산 위에 떨어질 의지도 없는 사람을) 받아내는게 가능할까?

대충 생각 나는것만 이정도다.
분명 말 하지만 나는 성룡의 팬이다. 성룡의 영화는 전부 보았다.
무언가 트집 잡으려는 의심의 눈으로 영화를 관람 한것이 아니다.
좋은 스토리라면 표현키 힘든 연출부분에 약간 아쉬워도 전체적인 이야기에 박수치기도 하고
무언가 연결이 잘 안되는 것 같지만 뛰어난 연기나 스피디한 연출로 커버가 될 수 있다고 치자.
그 무엇도 이 영화와는 관계가 없다. 3류 초딩 상상 스토리에 돈만 쳐바른 영상미.
영화는 망작이고 내가 본 모든 성룡의 영화 중에 최악이다.
아니 최근 몇년간 본 영화중에 최악이다.

실망이 아니라...
욕이 나온다."
블리딩 스틸 (Bleeding Steel),"20180421
의정부태흥 CGV 1-E-7
미지정 예매권
3/5



거대 범죄 조직의 음모에 맞설 초특급 작전이 시작된다!

초대형 범죄 사건의 배후에 있던 누군가가 
생체병기 최고 권위자의 목숨을 노리기 시작한다. 
그를 지키기 위해 막강한 실력을 가진 SWAT 요원들이 모인다! 
  작전이 끝나고 몇 년 후, 
어느 유명 작가의 소설이 발간되며 조직이 노리는 실체가 표면 위로 드러나게 되는데...

-네이버 영화-


<성룡 따거의 나이 든 모습 볼수록 울컥울컥.>

사실 영화가 형편없으리란 걸 이미 알고 관람했다. 
줄거리부터 포스터까지 넘나 예측되는 분위기ㅠㅠ
그럼에도 관람한 건 어릴 적부터 최애 배우였던 성룡의 영화였기에!! 내겐 충분한 이유!!

뭐 스토리부터 연출, 개연성, CG, 연기 등 맘에 안 들고 엉성한것 투성이지만 그러면 어떠한가!! 성룡 따거나 얻어맞고, 때리고, 날아다니는 게 반가울 뿐...
전성기만큼의 액션을 못 보여주는 게 너무나도 당연한지라 그 공백을 여러 가지 아이디어들로 채우려는 시도는 이해되지만 너무 나간다 싶으니 좀 안타까운 기분. 그렇게까지 막 나가지마요ㅠㅠ
그저 늘 그랬듯 귀에 익숙한 음악과 함께 NG 퍼레이드를 볼 수 있다는 게 기쁜 일인 듯...

성룡 따거!! 앞으로도 스크린으로 쭉 만나고 싶어요!!!
그래도 블리딩 스틸 2는 좀 참아주세요ㅠㅠ


성룡의 팬이라면 도전해볼 만한 영화. 단, 너무 기대는 말고...


블리딩 스틸
리뷰보기
감독 장립가 출연 성룡, 칼란 멀베이, 테스 호브리치, 나지상"
블리딩 스틸 (Bleeding Steel),"2017년도 작품인데 마지막에 추락씬이랑 바다에있는 씬 너무 허접함..
인공심장 삽입 전에 배 가를때 피도 안튀고 ㅋㅋㅋ
바다에 빠져있는 씬인데 딱봐도 실내 풀장같음 (거기서 찍고 나서 CG처리하는 장소인데..)
킬링 타임용인듯

성룡이 엑스트라, 조연으로 나온 영화부터 거의 다 봐왔는데
액션씬이 많이 빠진것도 보면 성룡이 올해 64세인데 이건 이해해야된다 생각한다..
쾌찬차때는 원표 홍금보 셋이 진짜 재밌게 나왔는데..

암튼 6점정도 주려다가 스토리는 미래지향적이라 7점 드립니다~"
블리딩 스틸 (Bleeding Steel),"혹시나 '어벤져스'의 리뷰를 기다리고 계셨다면 죄송 ㅠㅠ
원래는 오늘 아침에 퇴근하면서 볼 예정이였는데,
어제 저녁을 잘못 먹었는지, 밤새 **하고 지금은 몸상태가 완전 메롱입니다.
그래서 영화는 못보고 그냥 집으로 왔어요...'어벤져스'는 주말에 봐야겠습니다..

'블리딩 스틸'은 4월 19일날 개봉했던 작품인데요..
'성룡'이 나온다고 해서 보고 싶었지만, 평들이 너무 안좋더라구요..
평이 안좋아도, 보고싶은 영화는 보는 편이지만..
왠지 '올레티비'에 금방 올라올거 같은 예감에 참았는데..
아니나 다를까? 어제 밤에 올라왔더라구요..그래서 바로 봤었습니다..ㅋㅋㅋ


영화의 시작은 주인공 '임동'이 딸이 위독하다는 소식을 듣고 병원으로 향하는 장면입니다.
백혈병 걸린 딸 '시시'는 곧 죽음이 임박한데요...


그러나 증인보호프로그램이 뚫리고 자신이 맡고 있던 증인의 목숨이 위험해지자..
눈물을 흘리며 차를 돌립니다..


그리고 증인이자, 생체연구학의 최고 권위자인 '제임스'박사를 후송하는 '임동'과 그의 팀원들..


그러나 막강한 무기로 무장한 괴한들이 나타나고..


거의 전멸당하다시피 할때, '임동'은 '제임스'를 살리고 악당을 처리합니다..


그리고 정신을 잃는 '임동'


13년후...
'낸시'라는 한 소녀가 등장합니다..


그리고 그녀의 곁을 맴도는 '임동'


그때 '릭 로저스'라는 소설가가 '블리딩 스틸'이란 작품으로 대히트를 내는데요..
소설의 내용은 핵에 노출되어 죽음을 앞둔 군인이..
인공심장과 바이오혈액으로 '슈퍼군인'이 된단 내용이였는데요..

'리선'은 여장을 하여 '릭 로저스'에게 접근하고..그에게 정보를 캐려고 하지만..


악당들이 나타나 '릭 로저스'를 죽이고, 그가 자신의 소설의 소재를 어디서 얻어왔는지 알게됩니다.
그리고 위험해 처하게 되는 '낸시'


13년전의 사건과 '낸시'는 무슨관계인지..
그리고 '낸시'를 지키기 위한 '임동'과 '리선'의 활약이 시작됩니다.










얼마전에 '더 포리너'에서 '성룡'을 보고 많이 늙으셨구나? 했는데..
오늘 '블리딩 스틸'을 보니 분장이셨는듯 합니다.
물론 '블리딩 스틸'에서도 '성룡'이 나이들었음이 보이긴하는데요..
그럼에도 그의 액션은 여전한거 같습니다.

한 생체학자가 개발한 '인공심장'과 '바이오 혈액'
악당들은 그곳으로 슈퍼군인을 만들려고 하고..
그 중심에 바로 '낸시'라는 의문의 여인이 있는데요..
왜 '임동'은 그녀를 목숨지켜 구하려고 하는지? 나중에 반전이 있더라구요..

영화는 일단 괜찮았습니다..
1시간 40분이 어떻게 흘려갔는지 후다닥 봐버렸는데요,..
액션장면도 좋고 흥미진진해서 재미있었지만..

그러나 액션에만 치중하셨는지...스토리는 너무 엉성합니다.
아무리 SF영화라도 개연성은 있어야 하는데 말이지요,.
그래서 아쉬운 부분도 많았던 영화였는데요.

그럼에도 여배우들 미모는 정말 흐믓했습니다.
'낸시'나 '낸시'를 같이 구하는 '여형사'도 그렇고...정말 이쁘더라구요
'성룡'도 여전히 멋지고 액션도 잘하고...역시 최고라는..

영화는 딱 킬링타임용입니다...가볍게 보기는 좋지만..
절대 두번 볼일은 없을꺼 같은...

블리딩 스틸
감독
장립가
출연
성룡, 칼란 멀베이, 테스 호브리치, 나지상
개봉
2017 중국
평점
리뷰보기"
