title,reviews
"극장판 포켓몬스터: 정글의 아이, 코코 (Pokemon the Movie: Secrets of the Jungle)","극장판 포켓몬스터: 정글의 아이, 코코
극장선물 특전 프로모카드 코코, 자루도V
cgv소풍에서 받았어요!!


가까우면서도 먼 cgv소풍으로 극장판 포켓몬스터 정글의 아이 코코를 보러 갔었네요.
자루도V 특전은 전국 74개에서만 받을 수 있거든요.
그나마 가까운 곳으로~~~
네이버 지도가 첨부되었습니다.
네이버 지도는 원본 포스트에서 볼수 있습니다. 원본보기




네이버지도에서 6층이라고 보고 왔는데 7층으로 올라와야 하는군요.
소풍에 오랜만에 오기도 하고.
CGV 이용은 또 처음인지라 좀 헤맸네요.
일찍 오길 잘했다며~~~





티켓인증을 해줍니다. 히히~





오~ 여기는 극장이 커서 그런가 동네 영화관에는 없는 극장판 포켓몬스터 정글의 아이, 코코 포토존이 있네요.
정글을 지키러 렛츠 꼬우~





사진도 찰칵 찍어 보고~~~





발바닥 그림 있으니까 포토존이구나 하며 사진 찍는 둘찌. ㅋㅋ
처음 와본 소풍cgv에서 뭔가 촌티 팍팍!!





영화가 꽤 긴편인데도 초집중 합니다.





엄마 옆에 안 앉고 다른데 앉은 아이.. ㅠ ㅠ





저는 특전이 경품 소진 되었다는 소리인 줄 알고 속상해 하고 있었는데 그건 아니고~
CGV 매점에서 제품 구매하고 영화 티켓 제시하면 주는 통째로 삼켜진 피카츄가 소진이네요.






윽우지가 피카츄를 통째로 삼켰지요.
그러다가 10만볼트의 위력을 맛보고 뱉어낸 ㅋㅋㅋ
넘 탐나는 카드이지만 소진이라니... ㅠ ㅠ





선착순 특전을 받을 수 있음에 감사하자며~~~





이것이 전국 74개 극장에서만 3만명 선착순 받을 수 있다는 자루도V
환상의 포켓몬 자루도 넘 멋지다요!!





프로모 카드 자루도V 받을 수 있는 극장입니다.
이런 건 가까운 곳엔 절대 없더라고요. ㅠ ㅠ





포켓몬 영화 특별선물 포켓몬 카드 게임 프로모 카드 코코입니다.
포켓몬 영화 상영극장에서 모두 줍니다.





뜯어보니 이렇게 들어있네요.
코코 카드가 있고,
포켓몬 최초 팀 전략 배틀게임 포켓몬 유나이트 스마트폰 버전 9월 22일 배포 결정이라네요.





극장선물 가이드 시리얼 카드
자부숲의 세레비, 아빠 자루도를 만날 수 있는 시리얼 카드.
닌텐도 포켓몬스터소드,실드 하는 분들은 오오~~



정글의 아이 OST도 왜이리 좋아요~~~
멜론 들어가서 들으면서 리뷰 쓰고 있어요. ㅋㅋ



 개봉 : 2021.09.15.
등급 : 전체 관람가
장르 : 애니메이션, 모험
국가 : 일본
러닝타임 : 99분
배급 : (주)NEW

줄거리
인간들의 마을에서 멀리 떨어진 포켓몬들의 낙원 자부숲에서 엄격한 법도를 지키며 무리들과 함께 살아가던 ‘자루도’는 우연히 강가에서 인간의 아이를 발견하게 된다.
차마 아이를 외면할 수 없었던 ‘자루도’는 숲의 법도를 깨고 아이에게 ‘코코’라는 이름을 붙여주며 무리에서 떨어져 둘이서만 살기로 결심한다.
그로부터 10년 뒤, 자신을 포켓몬이라고 믿는 소년 ‘코코’는 자부숲을 찾아온 ‘지우’와 ‘피카츄’를 만나 새로운 세계를 알게 되는데…
한편, 자부숲을 지켜주는 치유의 샘을 노리는 위험한 인간들의 발소리가 들려오기 시작한다!
정글의 아이 ‘코코’는 친구들과 힘을 모아 숲을 지킬 수 있을까?





자루도만 봐도 왜이리 갬동이져~
자신이 아빠가 될 수 있을지 늘 의문이었져.
자루도 자신도 부모 없이 자랐으니까요.
하지만 코코를 생각하는 마음만큼은 이미 아빠입니다.
코코를 위해 싸우는 모습에 감동의 눈물 도가니!!





자루도들은 자신의 영역에 다른 포켓몬도 못 들어오게 하고 외부 세계를 완전 차단하쥬.
그래서 인간인 코코는 자루도의 세계에서 살 수 없었어요.
코코는 포켓몬과 넘 잘 어울리죠.
자신은 자루도 기술을 사용할 수 없음에 의문이 생기기 시작합니다.





코코는 인간 지우를 만나면서 또 다른 세계를 만나게 됩니다.
자신이 인간이라는 것을 깨닫게 되죠.





인간 세계를 즐기는 코코의 모습!!
제가 코코여도 갈등이 생길 거 같아요.





코코의 아빠가 자루도 중에서도 최강인 거 같아요.
이 기술 쓰면 생명이 단축되는 거 같은데.. ㅠ ㅠ





비오톱 대표 제드가 알고보니 악당이었네요.
로봇으로 숲을 황폐화 시키고.
신목을 차지하려고 하네요. ㅠ ㅠ
자루도가 열심히 맞서 싸웁니다.
깊은 상처가 생기게 되쥬. ㅠ ㅠ





여기서도 피카츄의 역할은 대단했죠.
로봇의 등 부분을 공격했어요.
제어장치를 고장내는거져.





윽우지 들고있는 로켓단. ㅋㅋㅋ
윽우지 왜이리 웃긴지.
뭐든 통째로 삼켜요.
로켓단 이번엔 넘 착했다요.
제드 박사와 비오톱의 소장이었던 코코의 실제 부모님과의 사건을 알게되죠.




신목이 파괴되는 모습을 보면서 인간의 이기적인 모습을 봤네요.
정글을 지켜야하지요.
우리 실생활에서도 자연을 지켜야지요.
인간의 욕심으로 자연은 아파합니다. ㅠ ㅠ
나중에 아빠를 살리겠다고 자루도 기술을 쓰는 코코를 보면 정말 감동입니다.
사랑의 힘은 대단한 거 같아요.
나중에 사라졌던 세레비도 나타나네요.
평화로울 때만 나타나는 세레비!!
코코는 지우와 함께 여행 떠나는 선택을 하네요.
인간과 포켓몬을 이어주는 역할을 아주 잘 할 거 같아요.
정말 사랑이 몽글몽글 피어나는 이번 극장판 포켓몬스터는!!
가족이 함께 보기에 넘 좋아요.
못 보신 분들 추석연휴에 꼭 보세요. ^^ 넘 행복해지실 거예요.


극장판 포켓몬스터: 정글의 아이, 코코
감독
야지마 테츠오
출연
마츠모토 리카, 오오타니 이쿠에, 하야시바라 메구미, 미키 신이치로
개봉
2021.09.15. 일본
평점
리뷰보기

-내돈내산으로 본 영화후기였습니다-"
"극장판 포켓몬스터: 정글의 아이, 코코 (Pokemon the Movie: Secrets of the Jungle)","극장판 포켓몬스터: 정글의 아이, 코코
감독
야지마 테츠오
출연
마츠모토 리카, 오오타니 이쿠에, 하야시바라 메구미, 미키 신이치로
개봉
2021.09.15. 일본
평점
리뷰보기




 어디선가 본 것만 같은 스토리 인 거 같지만
그렇다고 하더라도
자루도가 너무 매력적이라
지우와 로켓단이 메인이 아닌
자루도와 코코가 메인으로 잡고 스토리라인을 이끌어가니
더욱 좋았다.




 "
"극장판 포켓몬스터: 정글의 아이, 코코 (Pokemon the Movie: Secrets of the Jungle)","극장판 [포켓몬스터: 정글의 아이 코코] 국내 티저 예고편 : 2021 개봉 예정




극장판 [포켓몬스터: 정글의 아이 코코] 국내 메인 예고편(우리말 더빙) : 2021.09.15 : 애니



2021 / 2020.12.25 (일본) /
劇場版ポケットモンスター：ココ Pokémon the Movie: Secrets of the Jungle

감독: 야지마 테츠오
출연: 마츠모토 리카, 오오타니 이쿠에, 하야시바라 메구미

* 애니 포켓몬스터 정글의 아이 코코 정보
https://pokemonkorea.co.kr/2021_m23
https://movie.naver.com/movie/bi/mi/basic.nhn?code=200894




극장판 [포켓몬스터: 정글의 아이 코코] 성우 인사 영상: 이선호, 성완경, 강은애: 2021.9.15




극장판 [포켓몬스터: 정글의 아이 코코] 정글의 아이 '마음의 노래' 뮤직비디오(우리말) : 2021.09.15 : 애니




극장판 [포켓몬스터: 정글의 아이 코코] 원더랜드 뮤비 : 2021.09.15 : 애니




극장판 [포켓몬스터: 정글의 아이 코코] 첫 만남 예고편(한글) : 2021 개봉 예정




극장판 [포켓몬스터: 정글의 아이 코코] 투게더 예고편(한글) : 2021 여름




극장판 [포켓몬스터: 정글의 아이 코코] 마음의 노래 뮤비 예고편(한글) : 2021.08









 
극장판 [포켓몬스터: 정글의 아이 코코] 일본 예고편 모음 : 2021
















 



 "
"극장판 포켓몬스터: 정글의 아이, 코코 (Pokemon the Movie: Secrets of the Jungle)","극장판 [포켓몬스터: 정글의 아이 코코] 국내 티저 예고편 : 2021 개봉 예정




극장판 [포켓몬스터: 정글의 아이 코코] 국내 메인 예고편(우리말 더빙) : 2021.09.15 : 애니



2021 / 2020.12.25 (일본) /
劇場版ポケットモンスター：ココ Pokémon the Movie: Secrets of the Jungle

감독: 야지마 테츠오
출연: 마츠모토 리카, 오오타니 이쿠에, 하야시바라 메구미

* 애니 포켓몬스터 정글의 아이 코코 정보
https://pokemonkorea.co.kr/2021_m23
https://movie.naver.com/movie/bi/mi/basic.nhn?code=200894




극장판 [포켓몬스터: 정글의 아이 코코] 정글의 아이 뮤직비디오(우리말) : 2021.09.15 : 애니




극장판 [포켓몬스터: 정글의 아이 코코] 첫 만남 예고편(한글) : 2021 개봉 예정




극장판 [포켓몬스터: 정글의 아이 코코] 투게더 예고편(한글) : 2021 여름




극장판 [포켓몬스터: 정글의 아이 코코] 마음의 노래 뮤비 예고편(한글) : 2021.08



















 "
기적 (Miracle),"기적
감독
이장훈
출연
박정민, 이성민, 윤아, 이수경
개봉
2021.09.15. 한국
평점
리뷰보기


개인평점 : 5 / 5 (★★★★★)
한줄평 : 숨겨진 기적 만나보세요.




#3문장줄거리
1. 봉화마을 산골짜기에 살아가는 주인공 준경 (박정민) 은 벌써 54통째 편지를 보낸다.
2. 그 편지의 수신처는 청와대에 살고 있는 대통령.
3. ""대통령님 보시소. 제가 살고 있는 곳은 기차역이 멀어 마을 사람들이 3시간을 걸어서 터널 3개를 지나 승부역으로 갑니더. 우리 마을에도 기차역 하나 지어 주시소""





#감상평
1. 기대 없이 봤다가 눈물 빵 터짐. 그 다음 날까지 눈이 팅팅 부어서 앞을 볼 수 없었네 (영화 본 후 아름다운 영화 속 풍광과 장면들이 생각 나 영화 속 기차역 봉화마을 양원역까지 찾아 왔다네)
2. 주민들 손으로 직접 양원역을 만들어 냈다는 것이 기적이 아닐세. 진짜 기적은... (스포라 직접 영화 속에서 찾아내시길.)
3. 깜깜한 터널을 3번이나 지나 기차길을 건너 앞으로 뚜벅뚜벅 걷는 주인공의 뒷모습을 보면서 지금 현실이 막막하고 깝깝해도 걷다 걷다 보면 터널을 지나 빛이 들어오리라는 희망찬 생각도 하게 된다네~!





#볼까말까
1. 가족사랑 성장드라마에 추억의 레트로 살살 뿌려주니 맛있을 수 밖에. 먹기 전에 피자 맛 다 알아도 직접 먹으면 또 맛있잖아유~ 추석엔 신파쥬~ 나도 모르게 흐르는 눈물로 쓰고 있던 마스크 한장 다 젖어버릴테니 여분 마스크 챙겨가시고요. 아흑... 강추!!!
2. 믿고 보는 이성민 배우님 고향이 봉화래요. 깊고 깊은 산골짜기 봉화 사투리는 따라하기도 힘들다던데~ 봉화 네이티브 이성민 배우의 사투리가 찐이래요! 궁금하면 고고!!!
3. 연기천재 박정민, 우리의 소녀시대 윤아의 찰떡 호흡. 아니, 윤아가 이렇게나 연기가 자연스러웠나? 아이고 기특해라. 영화가 신파래도 배우들의 진정성 있는 연기가 빛났습니다! 추석 연휴에 푹 빠져보세요. 추천!!!




동영상이 첨부되었습니다. 원본보기
 
영화 본 후 직접 찾아간 봉화 마을, 양원역. 






















 



<아래의 사진들은 영화 본 후 직접 찾아 간 봉화마을 양원역>








 "
기적 (Miracle),"9월 15일 개봉한 영화 '기적'입니다.
9월달에 '추석연휴'를 앞두고 '개봉작'이 많았었는데요
그런데 그때 개인적으로 바쁜일들도 많았고..
'기대작'들의 평이 '호불호'가 많이 갈려서..
9월 '개봉작'들은 거의 못봤는습니다..ㅠㅠ

'기적'도 사실 볼까말까 고민했었는데..
결국 놓쳐버리고..
오늘 이렇게 '올레티비'로 보게 되었는데요.
요즘은 '극장'에서 보는 영화보다 '올레티비'로 보는 작품들이 월등하게 많은거 같습니다
(올해는 CGV 멤버 하락해도 할말 없을듯...작년보다 더 못 봤어요 ㅠㅠ)


영화의 시작은 어릴적부터 천재인 '준경'이 '수학경시대회상'을 수상하고..
누나인 '보경'이 마을 사람들 앞에서 '자랑'하는 장면인데요..

위험하게도 마을 사람들은 '철도'를 '인도'처럼 사용하고 있는..
(그럴수밖에 없는 사연이 있지요...)


그때 갑자기 '기차'가 나타나고..

'마을'사람들과 '준경'&'보경'남매는
아슬아슬하게 '기차'를 피합니다.

그리고 6년후..


이제는 '고등학생'이 되는 '준경'은
'대통령'에게 '편지'를 쓰는데요

54번째 보내는 편지..
내용은 바로 '마을'에 '철도역'을 만들어달라는 것..

'마을'에서 나가는 길이 없어
대부분 '철도'로 걸어 나가는데..
'기차'가 언제 올지 늘 위험하다는 것이지요..


그리고 드디어 '고등학생'이 되는 '준경'

그런데 '준경'의 꿈과 달리..'역'이 만들어지는건 쉽지 않습니다

'간이역'이 만들어지기는 커녕..
지금 있는 '역'도 사라질 판인지라...


그런데...고등학생이 된 '준경'은
일부러 자신의 '실력'을 숨기는 중입니다..


그러나 그녀와 같은 반이 된 '라희'는
'준경'이 '천재'임을 눈치채는데요..


'라희'는 '준경'에게 관심을 가지고 그에게 '접근'하기 시작하는데요


'라희'는 '준경'의 '가방'을 뒤지다가..
'준경'의 '편지'를 발견하고..


'라희'는 자신이 '간이역'만드는 것을 도와주겠다고 말합니다
자신의 아버지가 '국회의원'이라며..


참고로 '라희'의 아버지입니다..
(심하게 외탁한듯...)


'라희'는 '준경'이 '편지'쓰는것을 도우고


자신도 '편지'를 같이 보내기 시작합니다..


한편 '준경'은 마을사람들이 안전하게 '철도'를 다닐수 있도록


'신호등'까지 만드는데요


점점 가까워지는 두사람...


그러나 '라희'는 1학기 마친후 '서울'로 전학을 갈 예정이고

그래서 아버지에게 말해..
'준경'에게 같이 '서울'로 가자고 말하는데요
'과학고'에 추천해줄수 있다고..


고민하는 '준경'

그런데 ...'준경'이 만든 '신호등'이 고장나고
'사고'가 나게 되는데요..


그리고 드러나는 반전...








스포 있습니다..


첫 장면에 나오는 아슬아슬한 '기차'장면

거기서 사실 '보경'은 동생 '준경'을 살리려다가
자신은 죽은것..


그래서 '준경'이 '간이역'에 집착하게 된 것입니다..


그리고 '준경'은 결국 '마을'에 남기로 하고
'라희'와 가슴 아픈 '이별'을 하게 되는데요


그리고 '아버지'와도 화해하는 '준경' 
그는 '아버지'와 함께 '간이역'만드는 '미션'을 시작하는데요


'마을'에 '역'이 세워질때까지...























'기적'을 보기전까지 몰랐는데..
'기적'이 '실화'를 모티브로 했다는
물론 '주인공'들의 이야기는 '픽션'이라고 합니다..

영화에 나오는 '양원역'은 우리나라 최초의 '민간 투자'로 만든 '역'이며
24년동안 존속했지만..
2011년에 '운영'을 중단했다고 하네요..
그러나..현재는 다시 부활하여..'관광열차'의 '간이역'으로 사용중이라고 합니다..ㅋㅋㅋㅋ

'기적'은 '박정민','임윤아','이성민','이수경'들이 나와서
'추석'을 따뜻하게 해줄 '감동'적인 영화로 기대를 했으나..
'코로나'시국인지라, ㅠㅠ 그닥 '흥행'은 못했더라구요..
67만명이면 ㅠㅠ...왠지 안타까운...

이렇게 묻히긴 아까운 영화라는 생각이 들었는데 말입니다.

'간이역'에 집착하는 '준경'
'준경'이 '간이역'에 집착하는 이유는 바로 누나인 '보경'때문이였는데요

'영화'시작부분에 아슬아슬한 '기차'장면
사실 그때 누나인 '보경'은 이미 죽은것..
그리고 '귀신'이 되어 '준경'의 곁에 남아있었는데요

보다보면 '힌트'를 주긴 줍니다..
6년전과 전혀 다른 늙지 않는 외모
(얼굴은 동안이라고 쳐도 복장이....혼자만..)
그리고 누구도 '보경'에겐 말을 걸지 않는다는 점..
거기다가 '입학사진'찍을 때.....'카메라맨'이 하는 말.....

그래서 죽은 '누나'때문에...
'친구'도 없이, '마을'을 떠나지 않고 '간이역'에만 집착하는 '준경'과
그런 '준경'에 관심을 가지기 시작하는 '라희'

'라희'역의 '임윤아'의 '존재감'은 정말 대단했는데요..
이제는 '소녀시대'보다도 '배우'로서의 '임윤아'로 불려도 손색이 없을듯
'사투리'연기에, 잔잔해질만한 스토리에 '활력'을 넣는지라..
좋았던 것 같습니다...

그래서 '박정민'과 '임윤아'의 '케미'가 좋았는데요
그리고 '박정민'과 남매케미를 보여주는 '이수경'
실제로 '이수경'이 한참 나이가 어리다고 하네요..

'이수경'은 개인적으로 좋아하는 배우인데...
여기서도 무지 마음에 들었습니다..

그리고 믿고보는 배우인 '이성민'
그의 연기도 짠하면서도 뭉클했지요..

매번 영화마다 '팔색조'연기를 보여주는 '박정민'의 모습은 두말할거 없구용...ㅋㅋㅋ

배우들의 '연기'도 좋았고
'내용'도 좋았고, 감동적인 스토리의 영화 '기적'이였습니다.
잼나게 본...ㅋㅋㅋㅋㅋ

기적
감독
이장훈
출연
박정민, 이성민, 윤아, 이수경
개봉
2021.09.15. 대한민국
평점
리뷰보기"
기적 (Miracle),"기적
감독
이장훈
출연
박정민, 이성민, 윤아, 이수경
개봉
2021.09.15. 대한민국
평점
리뷰보기

2022년 3월 1일

너무~~~ 볼 TV프로그램이 없어서 자기전에 잠깐 봐볼 생각으로 틀었다가.. 끝까지 보고야 말았다.
그리고.. 나의 집중력과 눈물바람에... 과감하게 별5개 준다..

물론, 눈물샘 자극하는 신파라고 생각할지 모른다.
그 시절 우리네 아빠들은 다 그렇게 무뚝뚝했고, 다 그렇게 당신들만 모든 것을 짊어 진 듯 했다.
나도.. 그런 영화에 눈물바람은 하지만.. 그렇게 좋은 점수를 주진 않는다.

하지만. 이 영화는... 좀 다르다...
어린 준경이 컸을 때도 그대로인 누나의 모습에 사실 ""좀 오버네.."" 싶었긴한데..
누나의 실체를 아는 순간.. 영화 ""싱글라이더""가 겹쳤다.

앞서 말했듯...
영화가 워낙 좀 신파를 갖고 있어서... 첫번째 양원역에 도착할 기차와 그 이유는 이미 준영의 시험을 위해서라는 건.. 
정해진 시나리오..
그리고 준영고 아버지의 화해의 대화에서는..
그 시절 우리네 아빠들은 왜 그렇게들.. 힘겹게들 사셨는지...

누나와 준경이의 열차안 이별장면에서는.. 정말 눈물이 너무 많이 났다.
그리고, 정말.. 박정민 배우의 연기는.. 명품이다..
준경이라는 인물이 누나와 정말로 저렇게 울었을 것 같이.. 눈 빨갛고 코 빨갛고... 햐..진짜 연기 짱..

그리고... 정말 놀라웠던 건..
마지막 양원역 이야기가.. 실제로 존재했다는... 내용의 설명...
여행이 좀 자유로워지면 꼭 한번 가보고 싶은 곳 중에 하나가 될 것 같다..."
기적 (Miracle),"기적
감독
이장훈
출연
박정민, 이성민, 윤아, 이수경
개봉
대한민국
평점
리뷰보기

 

기적
드라마 한국 117분 2021 .06 개봉
이장훈
박정민, 이성민, 윤아더보기
[국내] 12세 관람가
줄거리
 오갈 수 있는 길은 기찻길밖에 없지만
 정작 기차역은 없는 마을.
 오늘부로 청와대에 딱 54번째 편지를 보낸 ‘준경’(박정민)의 목표는 단 하나!
 바로 마을에 기차역이 생기는 것이다.
  기차역은 어림없다는 원칙주의 기관사 아버지 ‘태윤’(이성민)의 반대에도
 누나 ‘보경’(이수경)과 마을에 남는 걸 고집하며 왕복 5시간 통학길을 오가는 ‘준경’.
 그의 엉뚱함 속 비범함을 단번에 알아본 자칭 뮤즈 ‘라희’(임윤아)와 함께
 설득력 있는 편지쓰기를 위한 맞춤법 수업,
 유명세를 얻기 위한 장학퀴즈 테스트,
 대통령배 수학경시대회 응시까지!
 오로지 기차역을 짓기 위한 ‘준경’만의 노력은 계속되는데...!
  포기란 없다
 기차가 서는 그날까지!"
기적 (Miracle),"기적
감독
이장훈
출연
박정민, 이성민, 윤아, 이수경
개봉
2021.09.15. 한국
평점
리뷰보기

2021. 9. 28.(화)

일단 박정민 배우를 좋아합니다. 영화 '파수꾼'에서 굉장한 연기를 보였죠. 그 후 믿고 보는 배우입니다. 이성민 역시 마찬가지.

간략한 내용을 이렇습니다. 아주 작은 마을, 이곳은 교통이 매우 좋지 않습니다. 찻길(도로)이 없고, 기차는 지나지만 역은 없습니다. 한참을 걸어 옆마을로 가고 거기서 버스나 차를 이용하죠. 주인공 박정민은 이 마을에 역을 설치하기 위해 노력합니다. 우여곡절 끝에 마을 사람들과 함께 간이역을 만들고 이름을 '양원역'이라고 붙입니다.

주인공 박정민은 아버지 이성민과 갈등이 심합니다. 처음에는 자세히 나오지 않지만, 스토리가 진행되면서 '아, 이래서 그랬구나!' 싶은 원인이 있었습니다. 자세한 갈등은 스포가 심해 올리지 않겠습니다.

'양원역'을 만드는 것은 실화이고, 나머지 인물간의 갈등과 화해는 아마 창작이지 않을까 싶습니다.

런닝타임 117분. 전혀 지루하지 않고 재미있고, 감동도 억지스럽지 않습니다. 한국 최초의 민자 역에 관한 실화라서 몰입감이 더 있지 않나 싶습니다. 지금도 '양원역'은 경북 봉화군에 남아있습니다.

https://www.joongang.co.kr/article/25009886
산골 주민이 손수 지은 기차역, 영화 ‘기적’ 실제 모델 봉화 양원역
이장훈 감독의 영화 ‘기적’은 국내에서 제일 작은 기차역이자 한국 최초의 민자 역사로 알려진 경북 봉화의 ‘양원역’을 모티브로 한 영화다. ...
www.joongang.co.kr

다만, 아쉬운 점은 윤아의 비중이 크지 않지만, 꼭 윤아여야 했던가. 연기 자체는 무난했지만, 얼굴이 너무 이뻐 보통 사람의 이야기를 다룬 스토리에 맞을까? 하는 생각.

cf) 영화 제목은 기적=Miracle 이지만, 중의적 의미일 수도. 
Choo Choo 같은 기차 기적 소리도 포함된 것 같다."
기적 (Miracle),"""내가 니를 사랑하는 걸 들킬까봐...
그래서 멀리한 것이여...""
서로를 사랑하는 마음이 만들어낸
기적과도 같은 이야기.
자랑스러운 대한민국 영화 기적
간단리뷰 시작합니다.

 

■ 간단 줄거리 및 후기

오갈 수 있는 길은 기찻길밖에 없지만
정작 기차역은 없는 마을.
오늘부로 청와대에 딱 54번째 편지를 보낸 ‘준경’(박정민)의 목표는 단 하나!
바로 마을에 기차역이 생기는 것이다.
 기차역은 어림없다는 원칙주의 기관사 아버지 ‘태윤’(이성민)의 반대에도
누나 ‘보경’(이수경)과 마을에 남는 걸 고집하며 왕복 5시간 통학길을 오가는 ‘준경’.
그의 엉뚱함 속 비범함을 단번에 알아본 자칭 뮤즈 ‘라희’(임윤아)와 함께
설득력 있는 편지쓰기를 위한 맞춤법 수업,
유명세를 얻기 위한 장학퀴즈 테스트,
대통령배 수학경시대회 응시까지!
오로지 기차역을 짓기 위한 ‘준경’만의 노력은 계속되는데...!
 포기란 없다
기차가 서는 그날까지!





대한민국 영화 짝짝짝
왠만해서는 망작이 없는 한국영화 입니다.
이번 기적 또한 다소 예상 밖의 반전도 존재하고 무엇보다 사랑하는 가족의 이야기라는 점에서 그냥 실화를 바탕으로 우리나라 최초의 민간 기차역에 대한 기록으로 치부하며 관람했던 내 자신에게 어퍼컷을 날려봅니다.

사실 윤아 나온다고 해서 봤거든요..
얘는 진짜....뮤즈 맞네요...뭘 해도 예쁘네요...

중간의 반전 때문에 자세한 이야기는 못하겠지만....따뜻한 가족의 이야기 입니다.

나이가 있다 보니 아빠(이성민)의 관점에서 영화를 보게 되네요...
사랑하는 사람을 잃을까 두려워 사랑한다 말하지 못하는 아버지의 마음...
술먹으면서 봐서 그런지 또 눈물이 주루륵 주루륵....

처음엔 웃으면서 보다가 마지막엔 눈물 흘리는 영화 기적이였습니다.

이 영화의 제 별점은

4개 반입니다.

이 영화는

적극 추천 합니다.


■ 영화 예고편


기적 동영상
오갈 수 있는 길은 기찻길밖에 없지만정작 기차역은 없는 마을.오늘부로 청와대에 딱 54번째 편지를 보...
movie.naver.com

기적
감독
이장훈
출연
박정민, 이성민, 윤아, 이수경
개봉
2021.09.15. 대한민국
평점
리뷰보기
 


■ 영화 이미지















■ 영화 사이트별 평점 "
